10 346
20 656
30 954
40 1266
50 1568
60 1864
70 2180
80 2476
90 2778
100 3078
110 3376
120 3674
130 3994
140 4290
150 4590
160 4886
170 5190
180 5488
190 5786
200 6088
100 3078
200 6088
300 9100
400 12098
500 15096
600 18110
700 21108
800 24108
900 27112
1000 30106
1100 33124
1200 36120
1300 39124
1400 42118
1500 45118
1600 48118
1700 51122
1800 54122
1900 57118
2000 60116
1000 30106
2000 60116
3000 90128
4000 120126
5000 150144
6000 180138
7000 210140
8000 240136
9000 270156
10000 300154
