10 150
20 305
30 460
40 615
50 770
60 925
70 1080
80 1235
90 1390
100 1545
110 1700
120 1855
130 2010
140 2165
150 2320
160 2475
170 2630
180 2785
190 2940
200 3095
100 1545
200 3095
300 4645
400 6195
500 7745
600 9295
700 10845
800 12395
900 13945
1000 15495
1100 17045
1200 18595
1300 20145
1400 21695
1500 23245
1600 24795
1700 26345
1800 27895
1900 29445
2000 30995
1000 15495
2000 30995
3000 46495
4000 61995
5000 77495
6000 92995
7000 108495
8000 123995
9000 139495
10000 154995
