10 84
20 164
30 244
40 324
50 404
60 484
70 564
80 644
90 724
100 804
110 884
120 964
130 1044
140 1124
150 1204
160 1284
170 1364
180 1444
190 1524
200 1604
100 804
200 1604
300 2404
400 3204
500 4004
600 4804
700 5604
800 6404
900 7204
1000 8004
1100 8804
1200 9604
1300 10404
1400 11204
1500 12004
1600 12804
1700 13604
1800 14404
1900 15204
2000 16004
1000 8004
2000 16004
3000 24004
4000 32004
5000 40004
6000 48004
7000 56004
8000 64004
9000 72004
10000 80004
