10 337
20 1177
30 2063
40 4259
50 5954
60 8487
70 10453
80 13739
90 18962
100 24013
110 27908
120 31745
130 40439
140 47549
150 51083
160 54861
170 65878
180 71108
190 82917
200 87144

